REF_DATE,GEO,DGUID,Admissions and releases,Correctional services,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017/2018,New Brunswick,2016A000213,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445729,5.2.13,37,,,,0
2017/2018,New Brunswick,2016A000213,Youth releases,Supervised probation,Number,223,units,0,v32445730,5.2.14,156,,,,0
2017/2018,New Brunswick,2016A000213,Youth releases,Other community sentences,Number,223,units,0,v32445731,5.2.15,70,,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Total correctional services,Number,223,units,0,v32445732,6.1.1,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Pre-trial detention,Number,223,units,0,v32445733,6.1.2,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Provincial director remand,Number,223,units,0,v41444271,6.1.3,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Secure custody,Number,223,units,0,v32445734,6.1.4,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Open custody,Number,223,units,0,v32445736,6.1.7,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Total community sentences,Number,223,units,0,v32445738,6.1.10,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v43732551,6.1.11,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445739,6.1.12,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445740,6.1.13,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Supervised probation,Number,223,units,0,v32445741,6.1.14,,..,,,0
2017/2018,Quebec,2016A000224,Youth admissions,Other community sentences,Number,223,units,0,v32445742,6.1.15,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Total correctional services,Number,223,units,0,v41501090,6.2.1,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Pre-trial detention,Number,223,units,0,v41501091,6.2.2,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Provincial director remand,Number,223,units,0,v41501092,6.2.3,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Secure custody,Number,223,units,0,v43732552,6.2.4,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Open custody,Number,223,units,0,v43732555,6.2.7,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Total community sentences,Number,223,units,0,v79960456,6.2.10,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v79960457,6.2.11,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Intensive support and supervision,Number,223,units,0,v79960458,6.2.12,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Deferred custody and supervision,Number,223,units,0,v79960459,6.2.13,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Supervised probation,Number,223,units,0,v79960460,6.2.14,,..,,,0
2017/2018,Quebec,2016A000224,Youth releases,Other community sentences,Number,223,units,0,v79960461,6.2.15,,..,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Total correctional services,Number,223,units,0,v32445743,7.1.1,5538,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Pre-trial detention,Number,223,units,0,v32445744,7.1.2,2399,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Provincial director remand,Number,223,units,0,v43732558,7.1.3,,..,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Secure custody,Number,223,units,0,v32445745,7.1.4,175,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Open custody,Number,223,units,0,v32445748,7.1.7,167,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Total community sentences,Number,223,units,0,v32445751,7.1.10,2797,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445752,7.1.11,339,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445753,7.1.12,12,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445754,7.1.13,150,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Supervised probation,Number,223,units,0,v32445755,7.1.14,2229,,,,0
2017/2018,Ontario,2016A000235,Youth admissions,Other community sentences,Number,223,units,0,v32445756,7.1.15,67,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Total correctional services,Number,223,units,0,v32445757,7.2.1,5728,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Pre-trial detention,Number,223,units,0,v32445758,7.2.2,2367,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Provincial director remand,Number,223,units,0,v43732559,7.2.3,,..,,,0
2017/2018,Ontario,2016A000235,Youth releases,Secure custody,Number,223,units,0,v32445759,7.2.4,175,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Open custody,Number,223,units,0,v32445762,7.2.7,173,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Total community sentences,Number,223,units,0,v32445765,7.2.10,3013,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445766,7.2.11,351,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Intensive support and supervision,Number,223,units,0,v32445767,7.2.12,10,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445768,7.2.13,156,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Supervised probation,Number,223,units,0,v32445769,7.2.14,2386,,,,0
2017/2018,Ontario,2016A000235,Youth releases,Other community sentences,Number,223,units,0,v32445770,7.2.15,110,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Total correctional services,Number,223,units,0,v32445823,10.1.1,3600,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Pre-trial detention,Number,223,units,0,v32445824,10.1.2,1584,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Provincial director remand,Number,223,units,0,v32445825,10.1.3,195,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Secure custody,Number,223,units,0,v32445826,10.1.4,89,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Open custody,Number,223,units,0,v32445829,10.1.7,190,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Total community sentences,Number,223,units,0,v32445832,10.1.10,1542,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445833,10.1.11,256,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445834,10.1.12,,..,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445835,10.1.13,88,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Supervised probation,Number,223,units,0,v32445836,10.1.14,620,,,,0
2017/2018,Manitoba,2016A000246,Youth admissions,Other community sentences,Number,223,units,0,v32445837,10.1.15,578,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Total correctional services,Number,223,units,0,v32445838,10.2.1,3781,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Pre-trial detention,Number,223,units,0,v32445839,10.2.2,1624,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Provincial director remand,Number,223,units,0,v32445840,10.2.3,195,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Secure custody,Number,223,units,0,v32445841,10.2.4,111,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Open custody,Number,223,units,0,v32445844,10.2.7,183,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Total community sentences,Number,223,units,0,v32445847,10.2.10,1668,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445848,10.2.11,248,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Intensive support and supervision,Number,223,units,0,v32445849,10.2.12,,..,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445850,10.2.13,92,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Supervised probation,Number,223,units,0,v32445851,10.2.14,717,,,,0
2017/2018,Manitoba,2016A000246,Youth releases,Other community sentences,Number,223,units,0,v32445852,10.2.15,611,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Total correctional services,Number,223,units,0,v32445853,11.1.1,3549,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Pre-trial detention,Number,223,units,0,v41551925,11.1.2,1056,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Provincial director remand,Number,223,units,0,v41551926,11.1.3,44,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Secure custody,Number,223,units,0,v32445854,11.1.4,142,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Open custody,Number,223,units,0,v32445856,11.1.7,171,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Total community sentences,Number,223,units,0,v32445858,11.1.10,2136,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v41444274,11.1.11,175,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Intensive support and supervision,Number,223,units,0,v41551929,11.1.12,0,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Deferred custody and supervision,Number,223,units,0,v41444275,11.1.13,141,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Supervised probation,Number,223,units,0,v32445859,11.1.14,881,,,,0
2017/2018,Saskatchewan,2016A000247,Youth admissions,Other community sentences,Number,223,units,0,v41551930,11.1.15,939,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Total correctional services,Number,223,units,0,v32445860,11.2.1,3688,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Pre-trial detention,Number,223,units,0,v41551931,11.2.2,1061,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Provincial director remand,Number,223,units,0,v41551932,11.2.3,42,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Secure custody,Number,223,units,0,v32445861,11.2.4,160,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Open custody,Number,223,units,0,v32445862,11.2.7,178,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Total community sentences,Number,223,units,0,v41444276,11.2.10,2247,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v41444277,11.2.11,194,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Intensive support and supervision,Number,223,units,0,v41551937,11.2.12,0,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Deferred custody and supervision,Number,223,units,0,v41444278,11.2.13,133,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Supervised probation,Number,223,units,0,v41444279,11.2.14,975,,,,0
2017/2018,Saskatchewan,2016A000247,Youth releases,Other community sentences,Number,223,units,0,v41551938,11.2.15,945,,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Total correctional services,Number,223,units,0,v32445863,12.1.1,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Pre-trial detention,Number,223,units,0,v32445864,12.1.2,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Provincial director remand,Number,223,units,0,v41551939,12.1.3,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Secure custody,Number,223,units,0,v32445865,12.1.4,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Open custody,Number,223,units,0,v32445867,12.1.7,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Total community sentences,Number,223,units,0,v32445869,12.1.10,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445870,12.1.11,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445871,12.1.12,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445872,12.1.13,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Supervised probation,Number,223,units,0,v32445873,12.1.14,,..,,,0
2017/2018,Alberta,2016A000248,Youth admissions,Other community sentences,Number,223,units,0,v32445874,12.1.15,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Total correctional services,Number,223,units,0,v32445875,12.2.1,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Pre-trial detention,Number,223,units,0,v32445876,12.2.2,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Provincial director remand,Number,223,units,0,v41551942,12.2.3,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Secure custody,Number,223,units,0,v32445877,12.2.4,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Open custody,Number,223,units,0,v32445879,12.2.7,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Total community sentences,Number,223,units,0,v32445881,12.2.10,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445882,12.2.11,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Intensive support and supervision,Number,223,units,0,v32445883,12.2.12,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445884,12.2.13,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Supervised probation,Number,223,units,0,v32445885,12.2.14,,..,,,0
2017/2018,Alberta,2016A000248,Youth releases,Other community sentences,Number,223,units,0,v32445886,12.2.15,,..,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Total correctional services,Number,223,units,0,v32445887,13.1.1,2970,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Pre-trial detention,Number,223,units,0,v32445888,13.1.2,545,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Provincial director remand,Number,223,units,0,v41551945,13.1.3,54,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Secure custody,Number,223,units,0,v32445889,13.1.4,77,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Open custody,Number,223,units,0,v32445891,13.1.7,102,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Total community sentences,Number,223,units,0,v32445893,13.1.10,2192,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v41551948,13.1.11,106,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Intensive support and supervision,Number,223,units,0,v41551949,13.1.12,120,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Deferred custody and supervision,Number,223,units,0,v41551950,13.1.13,86,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Supervised probation,Number,223,units,0,v32445894,13.1.14,448,,,,0
2017/2018,British Columbia,2016A000259,Youth admissions,Other community sentences,Number,223,units,0,v41444280,13.1.15,1432,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Total correctional services,Number,223,units,0,v32445895,13.2.1,3154,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Pre-trial detention,Number,223,units,0,v32445896,13.2.2,540,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Provincial director remand,Number,223,units,0,v41551951,13.2.3,59,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Secure custody,Number,223,units,0,v32445897,13.2.4,81,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Open custody,Number,223,units,0,v32445899,13.2.7,104,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Total community sentences,Number,223,units,0,v32445901,13.2.10,2370,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v41551954,13.2.11,111,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Intensive support and supervision,Number,223,units,0,v41551955,13.2.12,136,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Deferred custody and supervision,Number,223,units,0,v41551956,13.2.13,97,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Supervised probation,Number,223,units,0,v32445902,13.2.14,584,,,,0
2017/2018,British Columbia,2016A000259,Youth releases,Other community sentences,Number,223,units,0,v41444281,13.2.15,1442,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Total correctional services,Number,223,units,0,v32445903,14.1.1,41,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Pre-trial detention,Number,223,units,0,v32445904,14.1.2,18,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Provincial director remand,Number,223,units,0,v43732564,14.1.3,6,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Secure custody,Number,223,units,0,v32445905,14.1.4,4,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Open custody,Number,223,units,0,v32445907,14.1.7,5,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Total community sentences,Number,223,units,0,v41444282,14.1.10,8,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v43732567,14.1.11,8,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Intensive support and supervision,Number,223,units,0,v41444283,14.1.12,0,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Deferred custody and supervision,Number,223,units,0,v43732568,14.1.13,0,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Supervised probation,Number,223,units,0,v32860963,14.1.14,0,,,,0
2017/2018,Yukon,2016A000260,Youth admissions,Other community sentences,Number,223,units,0,v43732569,14.1.15,0,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Total correctional services,Number,223,units,0,v32445909,14.2.1,36,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Pre-trial detention,Number,223,units,0,v32445910,14.2.2,18,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Provincial director remand,Number,223,units,0,v43732570,14.2.3,1,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Secure custody,Number,223,units,0,v32445911,14.2.4,5,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Open custody,Number,223,units,0,v32445913,14.2.7,4,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Total community sentences,Number,223,units,0,v43732573,14.2.10,8,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v43732574,14.2.11,7,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Intensive support and supervision,Number,223,units,0,v43732575,14.2.12,0,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Deferred custody and supervision,Number,223,units,0,v43732576,14.2.13,1,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Supervised probation,Number,223,units,0,v43732577,14.2.14,0,,,,0
2017/2018,Yukon,2016A000260,Youth releases,Other community sentences,Number,223,units,0,v43732578,14.2.15,0,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Total correctional services,Number,223,units,0,v32445923,16.1.1,104,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Pre-trial detention,Number,223,units,0,v32445924,16.1.2,42,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Provincial director remand,Number,223,units,0,v32445925,16.1.3,5,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Secure custody,Number,223,units,0,v32445926,16.1.4,3,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Open custody,Number,223,units,0,v32445929,16.1.7,7,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Total community sentences,Number,223,units,0,v32445932,16.1.10,47,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445933,16.1.11,7,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445934,16.1.12,0,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445935,16.1.13,3,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Supervised probation,Number,223,units,0,v43732579,16.1.14,37,,,,0
2017/2018,Northwest Territories,2016A000261,Youth admissions,Other community sentences,Number,223,units,0,v32445936,16.1.15,0,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Total correctional services,Number,223,units,0,v32445937,16.2.1,67,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Pre-trial detention,Number,223,units,0,v32445938,16.2.2,45,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Provincial director remand,Number,223,units,0,v43732580,16.2.3,1,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Secure custody,Number,223,units,0,v32445939,16.2.4,1,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Open custody,Number,223,units,0,v32445940,16.2.7,4,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Total community sentences,Number,223,units,0,v52458554,16.2.10,16,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v52458555,16.2.11,5,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Intensive support and supervision,Number,223,units,0,v52458556,16.2.12,,..,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Deferred custody and supervision,Number,223,units,0,v52458557,16.2.13,0,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Supervised probation,Number,223,units,0,v52458558,16.2.14,11,,,,0
2017/2018,Northwest Territories,2016A000261,Youth releases,Other community sentences,Number,223,units,0,v52458559,16.2.15,,..,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Total correctional services,Number,223,units,0,v32445941,17.1.1,39,,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Pre-trial detention,Number,223,units,0,v32445942,17.1.2,9,,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Provincial director remand,Number,223,units,0,v43732585,17.1.3,,..,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Secure custody,Number,223,units,0,v32445943,17.1.4,2,,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Open custody,Number,223,units,0,v32445946,17.1.7,2,,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Total community sentences,Number,223,units,0,v32445949,17.1.10,26,,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445950,17.1.11,0,,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Intensive support and supervision,Number,223,units,0,v43732586,17.1.12,,..,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Deferred custody and supervision,Number,223,units,0,v43732587,17.1.13,0,,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Supervised probation,Number,223,units,0,v43732588,17.1.14,22,,,,0
2017/2018,Nunavut,2016A000262,Youth admissions,Other community sentences,Number,223,units,0,v43732589,17.1.15,4,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Total correctional services,Number,223,units,0,v32445951,17.2.1,54,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Pre-trial detention,Number,223,units,0,v32445952,17.2.2,10,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Provincial director remand,Number,223,units,0,v43732590,17.2.3,,..,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Secure custody,Number,223,units,0,v32445953,17.2.4,0,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Open custody,Number,223,units,0,v32445956,17.2.7,2,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Total community sentences,Number,223,units,0,v32445959,17.2.10,42,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445960,17.2.11,11,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Intensive support and supervision,Number,223,units,0,v43732591,17.2.12,,..,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Deferred custody and supervision,Number,223,units,0,v43732592,17.2.13,0,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Supervised probation,Number,223,units,0,v43732593,17.2.14,31,,,,0
2017/2018,Nunavut,2016A000262,Youth releases,Other community sentences,Number,223,units,0,v43732594,17.2.15,0,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Total correctional services,Number,223,units,0,v32445599,1.1.1,14578,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Pre-trial detention,Number,223,units,0,v32445600,1.1.2,4785,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Provincial director remand,Number,223,units,0,v32445601,1.1.3,288,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Secure custody,Number,223,units,0,v32445602,1.1.4,531,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Open custody,Number,223,units,0,v32445605,1.1.7,538,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Total community sentences,Number,223,units,0,v32445608,1.1.10,8436,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445609,1.1.11,769,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445610,1.1.12,125,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445611,1.1.13,426,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Supervised probation,Number,223,units,0,v32445612,1.1.14,4173,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth admissions,Other community sentences,Number,223,units,0,v32445613,1.1.15,2943,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Total correctional services,Number,223,units,0,v32445614,1.2.1,15480,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Pre-trial detention,Number,223,units,0,v32445615,1.2.2,4888,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Provincial director remand,Number,223,units,0,v32445616,1.2.3,291,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Secure custody,Number,223,units,0,v32445617,1.2.4,529,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Open custody,Number,223,units,0,v32445620,1.2.7,559,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Total community sentences,Number,223,units,0,v32445623,1.2.10,9213,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445624,1.2.11,791,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Intensive support and supervision,Number,223,units,0,v32445625,1.2.12,142,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445626,1.2.13,455,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Supervised probation,Number,223,units,0,v32445627,1.2.14,4760,,,,0
2018/2019,Provinces and territories,2016A000011124,Youth releases,Other community sentences,Number,223,units,0,v32445628,1.2.15,3065,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Total correctional services,Number,223,units,0,v32445629,2.1.1,217,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Pre-trial detention,Number,223,units,0,v32445630,2.1.2,62,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Provincial director remand,Number,223,units,0,v41444260,2.1.3,0,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Secure custody,Number,223,units,0,v32445631,2.1.4,10,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Open custody,Number,223,units,0,v32445634,2.1.7,5,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Total community sentences,Number,223,units,0,v32445637,2.1.10,140,,,,0
