REF_DATE,GEO,DGUID,Admissions and releases,Correctional services,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445638,2.1.11,4,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Intensive support and supervision,Number,223,units,0,v41444261,2.1.12,0,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445639,2.1.13,2,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Supervised probation,Number,223,units,0,v32445640,2.1.14,105,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth admissions,Other community sentences,Number,223,units,0,v32445641,2.1.15,29,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Total correctional services,Number,223,units,0,v32445642,2.2.1,261,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Pre-trial detention,Number,223,units,0,v32445643,2.2.2,61,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Provincial director remand,Number,223,units,0,v41444262,2.2.3,0,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Secure custody,Number,223,units,0,v32445644,2.2.4,7,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Open custody,Number,223,units,0,v32445647,2.2.7,7,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Total community sentences,Number,223,units,0,v32445650,2.2.10,186,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445651,2.2.11,4,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Intensive support and supervision,Number,223,units,0,v41444263,2.2.12,0,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Deferred custody and supervision,Number,223,units,0,v41444264,2.2.13,2,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Supervised probation,Number,223,units,0,v32445652,2.2.14,147,,,,0
2018/2019,Newfoundland and Labrador,2016A000210,Youth releases,Other community sentences,Number,223,units,0,v41444265,2.2.15,33,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Total correctional services,Number,223,units,0,v32445653,3.1.1,109,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Pre-trial detention,Number,223,units,0,v32445654,3.1.2,4,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Provincial director remand,Number,223,units,0,v32445655,3.1.3,0,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Secure custody,Number,223,units,0,v32445656,3.1.4,0,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Open custody,Number,223,units,0,v32445659,3.1.7,0,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Total community sentences,Number,223,units,0,v32445662,3.1.10,105,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445663,3.1.11,10,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445664,3.1.12,,..,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445665,3.1.13,1,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Supervised probation,Number,223,units,0,v32445666,3.1.14,46,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth admissions,Other community sentences,Number,223,units,0,v32445667,3.1.15,48,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Total correctional services,Number,223,units,0,v32445668,3.2.1,147,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Pre-trial detention,Number,223,units,0,v32445669,3.2.2,14,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Provincial director remand,Number,223,units,0,v32445670,3.2.3,0,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Secure custody,Number,223,units,0,v32445671,3.2.4,4,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Open custody,Number,223,units,0,v32445674,3.2.7,3,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Total community sentences,Number,223,units,0,v32445677,3.2.10,126,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445678,3.2.11,12,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Intensive support and supervision,Number,223,units,0,v32445679,3.2.12,,..,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445680,3.2.13,0,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Supervised probation,Number,223,units,0,v32445681,3.2.14,55,,,,0
2018/2019,Prince Edward Island,2016A000211,Youth releases,Other community sentences,Number,223,units,0,v32445682,3.2.15,59,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Total correctional services,Number,223,units,0,v32445683,4.1.1,403,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Pre-trial detention,Number,223,units,0,v32445684,4.1.2,162,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Provincial director remand,Number,223,units,0,v32445685,4.1.3,25,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Secure custody,Number,223,units,0,v32445686,4.1.4,39,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Open custody,Number,223,units,0,v32445689,4.1.7,0,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Total community sentences,Number,223,units,0,v32445691,4.1.10,177,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v41444267,4.1.11,18,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Intensive support and supervision,Number,223,units,0,v41444268,4.1.12,0,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Deferred custody and supervision,Number,223,units,0,v41444269,4.1.13,27,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Supervised probation,Number,223,units,0,v32860962,4.1.14,132,,,,0
2018/2019,Nova Scotia,2016A000212,Youth admissions,Other community sentences,Number,223,units,0,v41444270,4.1.15,0,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Total correctional services,Number,223,units,0,v32445692,4.2.1,447,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Pre-trial detention,Number,223,units,0,v32445693,4.2.2,160,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Provincial director remand,Number,223,units,0,v32445694,4.2.3,27,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Secure custody,Number,223,units,0,v32445695,4.2.4,42,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Open custody,Number,223,units,0,v32445698,4.2.7,0,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Total community sentences,Number,223,units,0,v32445701,4.2.10,218,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v79960451,4.2.11,24,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Intensive support and supervision,Number,223,units,0,v79960452,4.2.12,0,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Deferred custody and supervision,Number,223,units,0,v79960453,4.2.13,32,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Supervised probation,Number,223,units,0,v79960454,4.2.14,162,,,,0
2018/2019,Nova Scotia,2016A000212,Youth releases,Other community sentences,Number,223,units,0,v79960455,4.2.15,0,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Total correctional services,Number,223,units,0,v32445702,5.1.1,459,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Pre-trial detention,Number,223,units,0,v32445703,5.1.2,136,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Provincial director remand,Number,223,units,0,v32445704,5.1.3,21,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Secure custody,Number,223,units,0,v32445705,5.1.4,23,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Open custody,Number,223,units,0,v32445708,5.1.7,15,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Total community sentences,Number,223,units,0,v32445711,5.1.10,264,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445712,5.1.11,37,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445713,5.1.12,,..,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445714,5.1.13,22,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Supervised probation,Number,223,units,0,v32445715,5.1.14,151,,,,0
2018/2019,New Brunswick,2016A000213,Youth admissions,Other community sentences,Number,223,units,0,v32445716,5.1.15,54,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Total correctional services,Number,223,units,0,v32445717,5.2.1,468,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Pre-trial detention,Number,223,units,0,v32445718,5.2.2,129,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Provincial director remand,Number,223,units,0,v32445719,5.2.3,21,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Secure custody,Number,223,units,0,v32445720,5.2.4,28,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Open custody,Number,223,units,0,v32445723,5.2.7,15,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Total community sentences,Number,223,units,0,v32445726,5.2.10,275,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445727,5.2.11,32,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Intensive support and supervision,Number,223,units,0,v32445728,5.2.12,,..,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445729,5.2.13,31,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Supervised probation,Number,223,units,0,v32445730,5.2.14,145,,,,0
2018/2019,New Brunswick,2016A000213,Youth releases,Other community sentences,Number,223,units,0,v32445731,5.2.15,67,,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Total correctional services,Number,223,units,0,v32445732,6.1.1,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Pre-trial detention,Number,223,units,0,v32445733,6.1.2,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Provincial director remand,Number,223,units,0,v41444271,6.1.3,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Secure custody,Number,223,units,0,v32445734,6.1.4,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Open custody,Number,223,units,0,v32445736,6.1.7,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Total community sentences,Number,223,units,0,v32445738,6.1.10,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v43732551,6.1.11,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445739,6.1.12,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445740,6.1.13,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Supervised probation,Number,223,units,0,v32445741,6.1.14,,..,,,0
2018/2019,Quebec,2016A000224,Youth admissions,Other community sentences,Number,223,units,0,v32445742,6.1.15,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Total correctional services,Number,223,units,0,v41501090,6.2.1,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Pre-trial detention,Number,223,units,0,v41501091,6.2.2,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Provincial director remand,Number,223,units,0,v41501092,6.2.3,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Secure custody,Number,223,units,0,v43732552,6.2.4,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Open custody,Number,223,units,0,v43732555,6.2.7,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Total community sentences,Number,223,units,0,v79960456,6.2.10,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v79960457,6.2.11,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Intensive support and supervision,Number,223,units,0,v79960458,6.2.12,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Deferred custody and supervision,Number,223,units,0,v79960459,6.2.13,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Supervised probation,Number,223,units,0,v79960460,6.2.14,,..,,,0
2018/2019,Quebec,2016A000224,Youth releases,Other community sentences,Number,223,units,0,v79960461,6.2.15,,..,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Total correctional services,Number,223,units,0,v32445743,7.1.1,4796,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Pre-trial detention,Number,223,units,0,v32445744,7.1.2,1904,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Provincial director remand,Number,223,units,0,v43732558,7.1.3,,..,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Secure custody,Number,223,units,0,v32445745,7.1.4,179,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Open custody,Number,223,units,0,v32445748,7.1.7,157,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Total community sentences,Number,223,units,0,v32445751,7.1.10,2556,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445752,7.1.11,312,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445753,7.1.12,11,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445754,7.1.13,154,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Supervised probation,Number,223,units,0,v32445755,7.1.14,2020,,,,0
2018/2019,Ontario,2016A000235,Youth admissions,Other community sentences,Number,223,units,0,v32445756,7.1.15,59,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Total correctional services,Number,223,units,0,v32445757,7.2.1,4938,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Pre-trial detention,Number,223,units,0,v32445758,7.2.2,1937,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Provincial director remand,Number,223,units,0,v43732559,7.2.3,,..,,,0
2018/2019,Ontario,2016A000235,Youth releases,Secure custody,Number,223,units,0,v32445759,7.2.4,177,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Open custody,Number,223,units,0,v32445762,7.2.7,145,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Total community sentences,Number,223,units,0,v32445765,7.2.10,2679,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445766,7.2.11,298,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Intensive support and supervision,Number,223,units,0,v32445767,7.2.12,14,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445768,7.2.13,152,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Supervised probation,Number,223,units,0,v32445769,7.2.14,2158,,,,0
2018/2019,Ontario,2016A000235,Youth releases,Other community sentences,Number,223,units,0,v32445770,7.2.15,57,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Total correctional services,Number,223,units,0,v32445823,10.1.1,2694,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Pre-trial detention,Number,223,units,0,v32445824,10.1.2,1179,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Provincial director remand,Number,223,units,0,v32445825,10.1.3,136,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Secure custody,Number,223,units,0,v32445826,10.1.4,106,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Open custody,Number,223,units,0,v32445829,10.1.7,135,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Total community sentences,Number,223,units,0,v32445832,10.1.10,1138,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445833,10.1.11,191,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445834,10.1.12,,..,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445835,10.1.13,46,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Supervised probation,Number,223,units,0,v32445836,10.1.14,481,,,,0
2018/2019,Manitoba,2016A000246,Youth admissions,Other community sentences,Number,223,units,0,v32445837,10.1.15,420,,,,0
2018/2019,Manitoba,2016A000246,Youth releases,Total correctional services,Number,223,units,0,v32445838,10.2.1,3037,,,,0
2018/2019,Manitoba,2016A000246,Youth releases,Pre-trial detention,Number,223,units,0,v32445839,10.2.2,1210,,,,0
2018/2019,Manitoba,2016A000246,Youth releases,Provincial director remand,Number,223,units,0,v32445840,10.2.3,136,,,,0
2018/2019,Manitoba,2016A000246,Youth releases,Secure custody,Number,223,units,0,v32445841,10.2.4,104,,,,0
2018/2019,Manitoba,2016A000246,Youth releases,Open custody,Number,223,units,0,v32445844,10.2.7,149,,,,0
